,Supermarket,Date,Username,Location,Tweet,Score-minus,Score-neutral,Score-plus
104,Waitrose,2022-09-16 09:22:29+00:00,Daves1412,,@charliebingjam @rog_w Waitrose yellow label time is about then? Might be a bumper afternoon!,0.0,1.0,0.0
105,Waitrose,2022-09-16 09:21:46+00:00,Barista_Secreto,Iran,@CommunityGroup5 @j_fatialofa @ChinnorRFCThame @OxfordshireRFU @activeoxon @ThameTC @ThameHub @OxfordshireCC @waitrose @NorthOxonSSP @Sport_England @TNLComFund Well done and thank you @j_fatialofa,0.0,0.777,0.223
106,Waitrose,2022-09-16 09:19:56+00:00,GrahamWise13,,"@waitrose just learned from one of your in store colleagues that your policy is not to have community notice boards. 

Why? 

Seems like the least you could do to improve your connection to the community you serve.",0.0,0.866,0.134
107,Waitrose,2022-09-16 09:18:01+00:00,EAin21169986,,Victoria Beckham showcases England Football team on the cover of Marks and Spencer recently so that they would abuse whoever she would ask just like Waitrose,0.137,0.782,0.081
108,Waitrose,2022-09-16 09:17:42+00:00,MarcusHodson5,"Nottingham, England",@man_in_waitrose @SamanthaTaghoy It's irrelevant to whether the monarch is elected they are head of state in our constituanal system of government just like all heads of states represent their form of democracy or not in some cases.,0.0,0.935,0.065
109,Waitrose,2022-09-16 09:17:13+00:00,gazzy_uk,"England, United Kingdom",@AlanAtkinson85 @neiltheo75 @hulllive “Aldi or Waitrose marmalade? He’s what we found out.”,0.0,1.0,0.0
110,Waitrose,2022-09-16 09:14:06+00:00,AirAcademy,"New Forest, Hampshire, UK.",@LBCNews I was in the queue for Waitrose and six hours later found myself in Westminster! Something must have gone wrong!,0.162,0.838,0.0
111,Waitrose,2022-09-16 09:12:07+00:00,DisasterWera,Bath,What’s @waitrose view on the Lib Dem administration closing vehicle access to Bath store? https://t.co/qvWD4d0e45,0.0,1.0,0.0
112,Waitrose,2022-09-16 09:11:19+00:00,maybeoneday2,United Kingdom,"@man_in_waitrose @SamanthaTaghoy You would like to think that over the years the various Govts would be budgeting for the inevitable. Christ, if my 83yr old mother in law can pop a bit of money aside for her funeral, you’d like to think the Queen may have done as well!",0.046,0.816,0.137
113,Waitrose,2022-09-16 09:06:03+00:00,nostalgiaslave,"England, United Kingdom","@waitrose @waitrose can you assist? I am absolutely APPALLED AT YOUR AWFUL, DISGUSTING, P**S POOR PATHETIC 'CUSTOMER SERVICE' if you can call it that!??? I've been hung up on now THREE TIMES!! in relation to a product complaint!! You seriously need to look into the halfwits you employ",0.402,0.598,0.0
114,Waitrose,2022-09-16 09:05:25+00:00,NigeWhite, UK,"@man_in_waitrose @SamanthaTaghoy You want to be a part of the corrupt EU, which has an unelected President and is run by unelected officials, do wake up! Don't say she was elected, as she was the only one put forward to the EU parliament, which is totally ineffectual!",0.064,0.91,0.027
115,Waitrose,2022-09-16 09:04:41+00:00,SebastianDfield,"Sheffield, England","@ssjjmm00 @man_in_waitrose @SamanthaTaghoy ""why don’t you b*gger off to an EU country""

I'm going to go out on a limb here and guess you voted to remove that right from UK citizens.

(Putting asterisks in any swearing is pathetically coy, but putting one in bugger is something else)",0.07,0.93,0.0
116,Waitrose,2022-09-16 09:04:33+00:00,UBFriccardo,,"@leefreshprince Waitrose have a tag line for their ""Essentials"" brand, ""Quality you'd expect, at prices you wouldn't"".

My local one has displayed this next to their butter, as it has gone £1.50 - £1.60 - £1.75 - £2.00 - £2.20 in very short order.",0.0,1.0,0.0
117,Waitrose,2022-09-16 09:03:46+00:00,Jane_Doyle_EJD,England,@Baskerville448 And you are right! Waitrose for main shopping and Tescos for emergencies and top ups as it's a tiny one and very close by!,0.0,0.906,0.094
118,Waitrose,2022-09-16 09:03:24+00:00,individualmind8,,@JackSGAshton @bobduff800 @Morrisons @asda @Tesco @waitrose @Primark @GreggsOfficial To be fair that screen shot talks about time off and not being paid. Two different things as you could be contracted to work that day hence no time off but you would get paid extra because it’s a bank holiday,0.031,0.869,0.1
119,Waitrose,2022-09-16 09:03:15+00:00,NigeWhite, UK,@man_in_waitrose @SamanthaTaghoy Don't talk total rubbish!,0.0,1.0,0.0
120,Waitrose,2022-09-16 09:02:28+00:00,Sal_Photo,"Cornwall, UK",@stacey_guthrie Waitrose Duchy Organics surely,0.0,0.58,0.42
121,Waitrose,2022-09-16 09:01:18+00:00,BoojaBooja,"Norwich, England","There's 20% OFF three of our most irresistible ice cream flavours at Waitrose &amp; Partners right now. Time to fill up your freezer perhaps?

#BoojaBooja #Vegan #Organic #DairyFree #IceCream #GlutenFree #SoyaFree #FreeFrom #dairyfreeicecream #veganicecream #OrganicSeptember https://t.co/qmFuQQtZPl",0.0,0.929,0.071
122,Waitrose,2022-09-16 08:57:17+00:00,sidcot,"Bath, England",@Aquaesul @BathEcho Waitrose is a business and is an employer so who cares? Bath is all about the 5% these days under LibDem rule…,0.0,0.87,0.13
123,Waitrose,2022-09-16 08:56:17+00:00,Pictish_Paint,"Elgin, Moray","@TreborRhurbarb Tbh, no idea, I expect she won't be stuck for the food shop nowadays, but does she dare use a, waitrose lol",0.062,0.74,0.198
124,Waitrose,2022-09-16 08:56:15+00:00,DrJanet_A_Ward,These are personal comments.,Anyone else having problems signing on to @waitrose online shopping today. I had trouble on Monday too but there is an error message today...,0.266,0.734,0.0
125,Waitrose,2022-09-16 08:55:14+00:00,48Flat,,waitrose! my love! my beans...,0.0,0.455,0.545
126,Waitrose,2022-09-16 08:53:54+00:00,JackSGAshton,"Scarborough, England",@bobduff800 @Morrisons @asda @Tesco @waitrose @Primark @GreggsOfficial I'm asking a question based on what Sainsbury's reportedly told staff. You however have changed your argument after I showed you you are not automatically entitled to extra bank holidays.,0.111,0.822,0.067
127,Waitrose,2022-09-16 08:52:32+00:00,DeliciousDarth,,"@man_in_waitrose @SamanthaTaghoy Correct me if I’m wrong, but don’t they turn over 100% of profits in exchange for 25% back in funding? That’s a 75% tax rate, not a gift.",0.152,0.735,0.113
128,Waitrose,2022-09-16 08:51:21+00:00,bobduff800,,@JackSGAshton @Morrisons @asda @Tesco @waitrose @Primark @GreggsOfficial Tesco have a Union agreement with USDAW. As do all the main supermarkets.  You're digging for problems that don't exist.,0.09,0.803,0.107
129,Waitrose,2022-09-16 08:49:32+00:00,Tom32156Phil,chorley,@man_in_waitrose @SamanthaTaghoy What about Crown Estates Plc turning over all its profits to the UK Govt ?,0.0,0.838,0.162
130,Waitrose,2022-09-16 08:48:54+00:00,pencilrobot,,Taking a break doesn’t have to require deep pockets. One of a series of illustrations in the latest issue of Waitrose magazine. #illustration https://t.co/Ki3fgpasy4,0.0,1.0,0.0
131,Waitrose,2022-09-16 08:47:06+00:00,billtully,"Scotland , Europe ","@man_in_waitrose @grahamlaurie1 @SamanthaTaghoy ""Untold wealth of its own "", MUCH of it at the expense of the taxpayer .",0.0,0.842,0.158
132,Waitrose,2022-09-16 08:45:20+00:00,minimooey,,@Maxaretunit @jazmak99 @witherjay1 Ooh I love a Waitrose whoopsie yanno,0.0,0.625,0.375
133,Waitrose,2022-09-16 08:43:58+00:00,Maxaretunit,,@minimooey @jazmak99 @witherjay1 It’s got a Waitrose you know?,0.0,1.0,0.0
134,Waitrose,2022-09-16 08:41:21+00:00,sirsfurther,,"Friendship ended with Graham's Jersey Milk, Waitrose whole milk from Ayrshire cows is now my best friend",0.0,0.576,0.424
135,Waitrose,2022-09-16 08:40:30+00:00,ssjjmm00,"England, United Kingdom",@man_in_waitrose @SamanthaTaghoy @man_in_waitrose why don’t you b*gger off to an EU country if you don’t like it! Most of the UK loves the Monarchy remember.,0.0,0.78,0.22
136,Waitrose,2022-09-16 08:36:48+00:00,jockywocky,Norwich UK,@RobinNCST @steakokidney I’m going to Waitrose at 2pm on Sunday to get the deals!,0.0,1.0,0.0
137,Waitrose,2022-09-16 08:25:30+00:00,Spanglish51,Cartagena & Buxton,@jeffpovey It will prepare people for the miserable winter to come …. Sustained only by King Charles filling his face with organic produce. His Waitrose Deliveries will also be steamed to a hungry nation . As long as he’s happy …,0.075,0.839,0.086
138,Waitrose,2022-09-16 08:25:05+00:00,trevk37,"Littlehampton, UK","@Jimbokav1971 Haha nothing wrong with Aldi, price of shopping comparison with say Waitrose was my point. We're going there for the win.",0.0,0.67,0.33
139,Waitrose,2022-09-16 08:23:51+00:00,lewyitfc,Ipswich,Lovely move by @waitrose in Ipswich to have an NHS Paramedic seating area with snacks for them… nice idea.,0.0,0.72,0.28
140,Waitrose,2022-09-16 08:23:07+00:00,RuthieR,Leicestershire,@man_in_waitrose Like a back-up,0.0,0.444,0.556
141,Waitrose,2022-09-16 08:21:17+00:00,JuniexD,Clare Ireland,@Kaitlin28xo In fairness Dunnes looks like it’s wanting to compete with Waitrose 😂 fancy fancy,0.0,0.839,0.161
142,Waitrose,2022-09-16 08:19:18+00:00,alexgrantuk,"Cardiff, UK","@ThePollitt @denialvibes Oh I love popping into Waitrose in mine, full of car seats, hand prints all over the windows, filthy bodywork, exhaust dragging over the metal teeth of their one-way speed bump. Especially if I’ve got the kids, then I can park it it in the parent bays right out front. 🤘",0.039,0.83,0.131
143,Waitrose,2022-09-16 08:19:17+00:00,BollyandJack,,"@Jbeardmore @premrugby Imagine any other industry where the decision making process for the organising body was subject to approval by competing companies.  Tesco, Sainsburys, Aldi, Lidl, Morrisons, Asda, M&amp;S and Waitrose all had to agree on opening hours over Xmas.",0.0,0.872,0.128
144,Waitrose,2022-09-16 08:15:44+00:00,simonjansen,"Higham Ferrers, Northants","I think @waitrose needs to rethink the sizing/shaping of these paper bags, there’s not mushroom for these lovely Portobello mushrooms! 😉 #DadJoke https://t.co/gvsJgv1c0I",0.0,0.83,0.17
145,Waitrose,2022-09-16 08:11:44+00:00,stuartromsey,Romsey,@waitrose Yesterday. Why just #Romsey? https://t.co/xVWMCedaK8,0.0,1.0,0.0
146,Waitrose,2022-09-16 08:07:57+00:00,warmblood,Sussex. UK ,"@waitrose customer training needed asap for managers “ you alright” as initial greeting is NOT ok. Then launching a defence, what happened to customer is right principle?",0.068,0.789,0.143
147,Waitrose,2022-09-16 08:04:35+00:00,JackSGAshton,"Scarborough, England",@bobduff800 @Morrisons @asda @Tesco @waitrose @Primark @GreggsOfficial https://t.co/VXgfg9Tttj https://t.co/0gKSSjGRsW,0.0,1.0,0.0
148,Waitrose,2022-09-16 08:01:04+00:00,PhiltheFlipper,,"Through Westminster 4 times later today.
It's like Waitrose has remade Saving Private Ryan there...",0.0,0.839,0.161
149,Waitrose,2022-09-16 08:00:29+00:00,beaumondhouse,"Newark, Nottinghamshire","Shouting out a huge thank you 

Sainsbury's  at Balderton
SPAR Newark    
Morrisons Newark 
Waitrose &amp; Partners 

For kindly donating refreshments for our volunteers for the Newark Dragon Boat Festival this Sunday 🥰

@CBereavementC https://t.co/JVGiBFL5NA",0.0,0.714,0.286
150,Sainsburys,2022-09-16 09:34:26+00:00,trishaashley,"North Wales, UK","You can find the new edition in Sainsburys, Asda and Morrisons!  Tell me if you spot it.  Every Woman For Herself: The hilarious romantic comedy from the Sunday Time... https://t.co/vAYZh23lWk via @AmazonUK",0.0,0.78,0.22
151,Sainsburys,2022-09-16 09:30:27+00:00,sainsburys,UK,"@alicebarrettx Hey Alice, without a receipt any exchanges would be at the discretion of the store. Thanks, Beth",0.0,0.847,0.153
152,Sainsburys,2022-09-16 09:29:36+00:00,Felstedboy,felsted essex,@tbhaarlem @sainsburys Exactly,0.0,1.0,0.0
153,Sainsburys,2022-09-16 09:29:21+00:00,rockmeamadeus6,,@sainsburys  Can you please advise who I can contact as additional bonus points for spe ific items are not being credited to me even though I save the offers when they come in. This is the 2nd time this has happened when I'm making online orders. Not great service levels.,0.094,0.749,0.157
154,Sainsburys,2022-09-16 09:26:33+00:00,tweetsimonm,"Wendover, England",@sainsburys 1010 this morning. More have now opened.,0.0,1.0,0.0
155,Sainsburys,2022-09-16 09:25:30+00:00,sainsburys,UK,"@cina___ Hi. I'm sorry about the different use by dates. Can you DM using the link below a pic of the barcode from the packaging? Can you also tell me which store you purchased it from please? I'll assist you further. Thanks, Angela. https://t.co/MdMtnTlX6H",0.028,0.854,0.119
156,Sainsburys,2022-09-16 09:24:02+00:00,esiotrot54,UK,@sainsburys appalling that despite promising to do so nobody got back to me to explain why my £12 online voucher not honoured- absolutely appalling from a so called reputable retailer,0.283,0.717,0.0
157,Sainsburys,2022-09-16 09:22:33+00:00,tbhaarlem,Down South,"@Felstedboy @sainsburys It's closing another opportunity for older people to have a chat with someone which could cause more anxiety, loneliness &amp; depression. I don't like it.",0.323,0.594,0.083
158,Sainsburys,2022-09-16 09:18:09+00:00,drtorhumphreys,Dorset,@lisadwilkins11 Yes!!! My Sainsburys bag of tangerines would not be defined by age: no use by date!,0.104,0.712,0.184
159,Sainsburys,2022-09-16 09:16:14+00:00,sainsburys,UK,"@tweetsimonm HI Simon. I'm sorry about the lack of manned checkouts in store. Can you tell me what time you visited please? I'll assist you further. Thanks, Angela.",0.11,0.732,0.159
160,Sainsburys,2022-09-16 09:16:04+00:00,sainsburys,UK,"@acey2016 Hi there, thanks for getting in touch! Unfortunately we don't have an email address to provide for those stores. Can you DM us using the link below with more information? I'll look into this for you. Natasha https://t.co/MdMtnTlX6H",0.056,0.869,0.075
161,Sainsburys,2022-09-16 09:15:40+00:00,cina___,"London, England",@sainsburys can you explain why this houmous expiry date is different on the cardboard and plastic. Hopefully it is ok as already given it to my daughter in her packed lunch 😡 https://t.co/1JrHYOAu3e,0.0,0.86,0.14
162,Sainsburys,2022-09-16 09:15:24+00:00,tweetsimonm,"Wendover, England",Just one staffed checkout this morning at your Aylesbury store @sainsburys is a terrible customer experience!,0.195,0.805,0.0
163,Sainsburys,2022-09-16 09:14:14+00:00,Prog_Greetings,"London, England","Grab a @GCAUK conference ticket quick! Places selling fast for annual event featuring Graduate Open Call selection and key industry issues
@cardfactoryplc @Cardzoneltd @HallmarkUKI @houseofcardsuk @MoonpigUK @sainsburys 
https://t.co/8uYe6SQz9U",0.0,1.0,0.0
164,Sainsburys,2022-09-16 09:12:29+00:00,lawes7878,,@Sainsburys_Bank Thanks! Good to know you know there is an issue 👍,0.0,0.596,0.404
165,Sainsburys,2022-09-16 09:12:03+00:00,muskita0,,@sainsburys Just done it. Pls confirm you got it?,0.0,0.86,0.14
166,Sainsburys,2022-09-16 09:11:54+00:00,acey2016,United Kingdom,"@sainsburys hi can you please provide an email address for the Exeter Pinhoe and Alphington stores please, I would like to speak with their community champions.",0.0,0.667,0.333
167,Sainsburys,2022-09-16 09:11:32+00:00,ElaineWBailey,"London, SW",@sainsburys Only works if the store has WiFi. Try the back of the shop at Sainsbury’s Silk Mill superstore Streatham. Hopeless! PS. Wonky trolleys need throwing out too. 😡,0.109,0.891,0.0
168,Sainsburys,2022-09-16 09:11:31+00:00,Niki44,,@AbarthRocket595 @ItImnot Gasppppp… off to sainsburys!!!,0.0,1.0,0.0
169,Sainsburys,2022-09-16 09:11:05+00:00,SJTaylorrh42ld,Probably stomping up a hill,"@Sainsburys_Bank 

Good morning.   Cant logon online, cant get through on the phone.   Is there a problem?",0.145,0.699,0.156
170,Sainsburys,2022-09-16 09:09:59+00:00,JasonBourne6902,,@Sainsburys_Bank online banking or app not working!,0.0,1.0,0.0
171,Sainsburys,2022-09-16 09:08:32+00:00,Meatlegs1,Scotland,"@sainsburys You and Tesco do this ""Aldi price match"" thing and it just makes me think ""Why don't I just shop at Aldi?""",0.0,1.0,0.0
172,Sainsburys,2022-09-16 09:08:26+00:00,_dreamer_,Bristol,"I had to throw away the pears from lidl, the peaches from the greengrocers and the plums from sainsburys... At least I could juice the oranges. Is anyone else struggling to find edible fresh fruit? I'm not very picky, but this seems to have gotten worse and worse.",0.189,0.78,0.031
173,Sainsburys,2022-09-16 09:06:50+00:00,Papa_Ganoosh,Johnson’s Dystopia 🇬🇧,@Sainsburys_Bank Waht's going on with your credit card log-in? Been trying all morning - PC and iphone app.,0.0,0.86,0.14
174,Sainsburys,2022-09-16 09:04:02+00:00,Felstedboy,felsted essex,@tbhaarlem @sainsburys I wont use the self checkouts,0.0,1.0,0.0
175,Sainsburys,2022-09-16 09:03:45+00:00,sainsburys,UK,@maureen_sharkey Thank you Maureen. I've fed this back to the relevant teams to make sure this is dealt with internally. If you need anything else then feel free to contact us. Take care and have a great day. Kyle,0.0,0.682,0.318
176,Sainsburys,2022-09-16 09:00:57+00:00,lambchop999,,"@DebraBe16141698 When I was young adhd didn’t exist. Llosa we’re just labeled hyper or naughty. So much has changed though. Lack of police presence, lack of respect for authorities because nothings done about things. When he jumped out of my car and run away to sainsburys I marched him back there",0.086,0.857,0.058
177,Sainsburys,2022-09-16 08:58:30+00:00,maureen_sharkey,Paisley,@sainsburys You didn't have any open.,0.0,1.0,0.0
178,Sainsburys,2022-09-16 08:56:40+00:00,sainsburys,UK,"@Kab713 Hey, sorry about the issues with SmartShop in the store! I've fed this back to the relevant teams to look into internally, they'll review these issues and take the appropriate action going forward. Take care! Daniel",0.032,0.873,0.094
179,Sainsburys,2022-09-16 08:55:30+00:00,maureen_sharkey,Paisley,@sainsburys Braehead,0.0,1.0,0.0
180,Sainsburys,2022-09-16 08:55:12+00:00,maureen_sharkey,Paisley,@sainsburys I'm just out of the store. I like to support the workers.,0.0,0.658,0.342
181,Sainsburys,2022-09-16 08:54:00+00:00,Kab713,Oxfordshire,"@sainsburys It never works in Banbury. Stops working half way round the shop. Wi-Fi issue? Also, for this to be easier you need to put the barcode on the front of the item, so we can scan it easily, instead of grappling around one handed looking for it with phone in the other hand.",0.027,0.833,0.14
182,Sainsburys,2022-09-16 08:53:55+00:00,sainsburys,UK,@maureen_sharkey Hi Maureen. I'm so sorry we don't many checkouts open at this time. Can you confirm the time and the store this was in please? Kyle,0.06,0.861,0.079
183,Sainsburys,2022-09-16 08:52:23+00:00,sainsburys,UK,@tbhaarlem Thanks! I've fed this back to the management team in store to look into internally and improve this going forward. Take care! Daniel,0.0,0.687,0.313
184,Sainsburys,2022-09-16 08:50:56+00:00,maureen_sharkey,Paisley,@sainsburys what have you done with your checkout staff? Bullying  into using self #checkouts. Disgraceful. https://t.co/M3VYBJOdNW,0.206,0.794,0.0
185,Sainsburys,2022-09-16 08:48:36+00:00,tbhaarlem,Down South,@sainsburys Hi Daniel it's the branch at Birch Hill in Bracknell.,0.0,1.0,0.0
186,Sainsburys,2022-09-16 08:48:30+00:00,sainsburys,UK,"@M1k3y_G_42 Unfortunately we don't have a record of these however my colleague has advised you correctly, they can take up to 28 days to appear. Daniel",0.091,0.909,0.0
187,Sainsburys,2022-09-16 08:47:43+00:00,mattsr1980,Edinburgh,@Sainsburys_Bank @DonnaBeamish What’s the current hold time @Sainsburys_Bank because I am currently sitting at 45 mins?,0.0,1.0,0.0
188,Sainsburys,2022-09-16 08:45:51+00:00,mattsr1980,Edinburgh,@Sainsburys_Bank might be the worst finance company I have ever dealt with full stop.,0.364,0.636,0.0
189,Sainsburys,2022-09-16 08:43:32+00:00,sxp_hie_,20 | she/her | ru :3,"time to drink a monster so i can nap 😴 

oh, and i finally fucking left sainsburys 🥹",0.0,1.0,0.0
190,Sainsburys,2022-09-16 08:42:54+00:00,M1k3y_G_42,"Oxford, England",@sainsburys Do you keep a record of what offers were present at the time? They normally come on within 24 hours so just wondering,0.0,1.0,0.0
191,Sainsburys,2022-09-16 08:41:44+00:00,sainsburys,UK,@Rose83OConnor Hi Rosemarie! I'm very sorry for the trouble with your order. Our Food to Order team can help on 0330 123 1129. Give them a call and they can help further. Martina,0.113,0.737,0.15
192,Sainsburys,2022-09-16 08:41:20+00:00,lawes7878,,"@Sainsburys_Bank are you aware your website says bad gateway and won't allow logging into accounts, says issue please call us? #customerfeedback",0.203,0.707,0.09
193,Sainsburys,2022-09-16 08:40:53+00:00,Rose83OConnor,Birmingham UK,"@sainsburys Terrible customer service yet again - foodto go ordered in August, email confirming delivery to store, arrived and no food! Still trying to chase refund, staff rude - have ended call on four occasions, no resolution and keep calling - not sure what more I can now do??",0.247,0.753,0.0
194,Sainsburys,2022-09-16 08:40:33+00:00,somehumantrash,he / they | autistic ,me when im visibly autistic in the sainsburys superstore,0.0,1.0,0.0
195,Sainsburys,2022-09-16 08:39:30+00:00,SusanWa88401074,"Fenwick, Scotland",@Sainsburys_Bank Are you broken today? I can't login online via browser or mobile banking app.,0.193,0.807,0.0
196,Sainsburys,2022-09-16 08:36:27+00:00,SarahWells_,Swindon,@sainsburys is there a problem with the banking app this morning? Can’t log on; and when I try the website it says my details are not correct? https://t.co/BJEiVHcx9k,0.109,0.891,0.0
197,Sainsburys,2022-09-16 08:34:55+00:00,MichalZielins19, Kazakhstan,"@Svaarth A zwròciłeś uwagę,że w angielskich supermarketach jest coraz mniej mięsa? Przynajmniej w moim rejonie Tesco,Asda i Sainsburys strasznie puste ostatnio w tym dziale. Jakieś sojowe,kukurydziane gòwno to tak ale prawdziwego mięsa jak na lekarstwo.",0.0,1.0,0.0
198,Sainsburys,2022-09-16 08:30:57+00:00,CMJ998D,,"@TransportForWM This is the screen in oldbury outside sainsburys ( Halesowen street) screen cracked it’s in need of a paint job and the screen stays on Transport for WM , for ages and only showing the bus times for a few seconds ) can this be fixed  , Thankyou https://t.co/zV8WS0244E",0.0,1.0,0.0
199,Sainsburys,2022-09-16 08:24:31+00:00,harboureb,,@C20Society Teletubby sainsburys as friends of mine called it,0.0,0.721,0.279
200,Tesco,2022-09-16 09:36:26+00:00,Isobel_waby,Paradise is Menton France,"Honest Decent people have had enough of this slavery of underpayment of workers who are entitled to a decent wage, as companies like Tesco et al brag about their profits the workers have to rely on handouts.. it is slave labour. making the fat cats rich whilst the poor get poorer https://t.co/0exOfoIqQx",0.165,0.625,0.209
201,Tesco,2022-09-16 09:36:21+00:00,trishaashley,"North Wales, UK",The new edition paperback is currently in Asda and Tesco!  The Little Teashop of Lost and Found by Trisha Ashley https://t.co/OMWS5bk5DF via @AmazonUK,0.096,0.904,0.0
202,Tesco,2022-09-16 09:36:03+00:00,Hisnameispete,,@Tesco this new self service queuing at Osterley is insanely bad. Trollies queuing into the aisles everywhere. Half the tills closed. I've spent more than half my time here in the queue. Who made this decision?,0.091,0.909,0.0
203,Tesco,2022-09-16 09:36:02+00:00,KevinDann,UK bit with twisty roads 🇬🇧,@ste_peno @highwaylass So far I’ve found Tesco lodge a 1p transaction until the actual amount comes through.,0.0,1.0,0.0
204,Tesco,2022-09-16 09:34:11+00:00,Higster132,United Kingdom (NI),@sophielouisecc Construction workers where also working doing Amazon and Tesco projects.,0.0,0.855,0.145
205,Tesco,2022-09-16 09:33:03+00:00,mediasave,,"@InPostUK Your lockers are full as they are not being emptied, my parcel has been in the locker at Tesco S36 since Monday! My customer is now desperate for his order and it hasn't even moved! Why are they not being emptied?",0.051,0.868,0.081
206,Tesco,2022-09-16 09:32:28+00:00,Edinburghgurl,Scotlands Capital City,@Ruthprowton1 @JamTarts I am so happy that's me in a very good mood at work later on in Tesco Hermiston Gait hehe 🇱🇻🇱🇻😀😀❤️❤️🤗🤗 xxxxx,0.0,0.716,0.284
207,Tesco,2022-09-16 09:31:02+00:00,RichmondRadio,London Yorkshire North East UK,"Tesco in Catterick Garrison has cordoned off an area of its car park for customers to leave floral tributes to the Queen.

The store said in a statement it had created a designated area for those who would like to leave flowers for Her Majesty
https://t.co/XsjsiCNXV6 https://t.co/Edn6zcXcLR",0.05,0.856,0.094
208,Tesco,2022-09-16 09:31:00+00:00,uncseh,,Tegnap este tesco session utan lerobbant 1liter jack denielsz gecinxddddx,0.0,1.0,0.0
209,Tesco,2022-09-16 09:30:32+00:00,Ajarncom,Thailand,I shall certainly be slipping in half a dozen cans of shaving gel and anti-perspirant though. That's well worth the effort. It's worth mentioning though that Aldi and Lidl are cheaper than Tesco but I still can't be bothered with lugging back food this time around.,0.0,0.816,0.184
210,Tesco,2022-09-16 09:30:15+00:00,Tesco,United Kingdom,"@MattBrownrigg20 Hi Matt, can you please DM me more details regarding this so I can look into this? Can you please include which store this was and the date and time of your visit. Thanks - Andrew",0.0,0.81,0.19
211,Tesco,2022-09-16 09:30:05+00:00,TheEastEndPoet,"London, England",@RussellKane @Tesco https://t.co/jk6igjUneb,0.0,1.0,0.0
212,Tesco,2022-09-16 09:29:45+00:00,NeutralNobody,He/Him Ireland,"For the record I do not hang out in tesco bathrooms with old men, lies https://t.co/7vJYKk8MQO",0.167,0.833,0.0
213,Tesco,2022-09-16 09:29:22+00:00,leahcuerden1,"Bromley, London",Making the conscious decision to not go anywhere near London this weekend. Going to Tesco and that’s it folks.,0.0,1.0,0.0
214,Tesco,2022-09-16 09:28:13+00:00,Edgar15504327,Ireland,@ZoeConwayfiddle Tesco salmon with Maize and vegan mayo+iceberg. https://t.co/YWVcobyYdD,0.0,1.0,0.0
215,Tesco,2022-09-16 09:28:06+00:00,HFC_sw20,"South West, England","@Tesco not only are you making everything more expensive but you also appear to be removing country of origin from descriptions on meat packaging, as well as british flags on british meat! i’m appalled, consumers have the right to choose what country their meat was produced in! https://t.co/IdyQYXDJh9",0.086,0.864,0.05
216,Tesco,2022-09-16 09:27:04+00:00,Ajarncom,Thailand,"Just done an hour in a Tesco supermarket. I used to marvel at the difference between UK and Thai supermarket prices but the gap has narrowed considerably. In fact, I won't be bringing back any foodstuffs for my own consumption. That's certainly a first.",0.0,0.884,0.116
217,Tesco,2022-09-16 09:26:07+00:00,AGODDAMNHORSE,,"I can't believe I just paid 50p for air for my tyres at @Tesco, it was 20p in my day! I guess that's #inflation for you.",0.0,1.0,0.0
218,Tesco,2022-09-16 09:25:07+00:00,fraz_mckinstry,Kilmarnock,"@Tesco I’ve sent you this - but, surprise, surprise - Napkins in store!!! What a joke!!",0.0,0.519,0.481
219,Tesco,2022-09-16 09:24:28+00:00,RussellKane,London UK,"@TheEastEndPoet Mate, you're only going to @Tesco. Can't you use shopping bags like the rest of us?",0.0,0.865,0.135
220,Tesco,2022-09-16 09:24:15+00:00,hypomania1967,,Getting some disgusted looks in Tesco this morning in my Celtic trackies…………..or it could have been because I had converted them into chaps for ventilation.,0.129,0.871,0.0
221,Tesco,2022-09-16 09:24:11+00:00,DotLepkowska,,@joelymack This really grinds my gears. I had the same in Tesco last week. I was in a rush to an appointment and they were chatting without a care and kept apologising for holding the line up. It's also why I use the self-service tills if in a hurry.,0.059,0.915,0.027
222,Tesco,2022-09-16 09:24:05+00:00,agree2disagre12,,@BBCBreakfast @nadhimzahawi Are these the same people who complain about the queues at Tesco’s because of a lack of check outs being open? Just asking,0.179,0.821,0.0
223,Tesco,2022-09-16 09:23:00+00:00,Raraiqiee,"Bayan Lepas, Penang","I'm at Lotus's (formerly Tesco Extra) in Gelugor, Penang https://t.co/9mKGAvrtkI",0.0,1.0,0.0
224,Tesco,2022-09-16 09:22:48+00:00,boylesarah900,,. @Tesco Stop Replacing People by Machines #BringBackTescoStaff #TescoVeryLittleHelps - Sign the Petition! https://t.co/548PqM03S7 via @Change,0.161,0.839,0.0
225,Tesco,2022-09-16 09:22:35+00:00,MattBrownrigg20,"Aintree, England",@Tesco you need to decide whether I’m welcome in your shop with my dog or not.,0.0,0.833,0.167
226,Tesco,2022-09-16 09:22:05+00:00,ElaineChough,"Heswall, Wirral","Where are the watermelons @Tesco?! I adore them, and Theodora is allowed some as a treat on Saturdays, but there have been none to be seen for many a week in your #heswall store! A Galia, Canteloupe or Honeydew simply will not cut the mustard in our household #melons",0.0,0.828,0.172
227,Tesco,2022-09-16 09:20:52+00:00,joelymack,"Livingston, Scotland, UK","I hate queues. Last week in Tesco I angrily took all my shopping back off the conveyor belt and put it back in my trolley, because the cashier spent 20 minutes talking to the customers she was serving. Does this mean I’m not British? 
#TheQueue",0.137,0.863,0.0
